"treat" "age" "educ" "black" "hispan" "married" "nodegree" "re74" "re75" "re78"
0 46 9 0 0 1 1 3780 8010 0
0 45 12 0 0 1 0 0 20900 11600
0 37 12 0 0 1 0 11200 12200 12100
0 17 10 0 0 0 1 219 106 7420
0 24 13 0 0 0 0 15700 12100 14900
0 32 12 0 0 1 0 1340 2230 799
0 31 6 1 0 1 1 14000 12400 14100
0 18 11 1 0 0 1 588 841 7930
0 17 7 1 0 0 1 1050 2290 1610
0 32 12 0 0 1 0 20400 25200 25600
0 38 10 0 0 1 1 19400 25200 19600
0 18 12 0 0 0 0 470 5220 14100
0 52 11 0 0 1 1 25900 25200 25600
0 18 12 0 0 0 0 662 1130 4740
0 20 12 0 0 0 0 12600 14900 12300
0 48 9 0 0 1 1 6990 10400 0
0 49 12 0 0 1 0 92.1 594 396
0 20 12 0 0 0 0 0 15300 8210
0 51 15 0 0 1 0 5590 12400 2520
0 43 13 0 0 0 0 25900 20500 25600
0 16 9 0 0 0 1 1230 415 2400
0 36 4 0 0 1 1 9860 9440 10100
0 51 14 1 0 1 0 14500 14700 25600
0 21 12 1 0 0 0 6940 11700 14200
0 21 13 0 0 1 0 12100 13400 21900
0 40 17 0 0 1 0 23100 24700 9150
0 45 11 0 0 1 1 10400 13200 8440
0 41 7 0 0 1 1 8400 0 0
0 18 12 0 0 0 0 4190 7030 7970
0 17 11 0 0 0 1 0 3420 7380
0 22 13 0 0 0 0 9200 16800 18100
0 26 12 0 0 0 0 190 0 0
0 25 16 0 0 0 0 9850 11700 12400
0 29 10 0 0 0 1 13600 14500 21300
0 36 12 0 0 1 0 15200 19300 25600
0 50 10 1 0 1 1 25900 24100 20200
0 29 8 0 0 1 1 9760 11000 0
0 25 16 0 0 1 0 22400 21200 24200
0 27 16 0 0 1 0 15600 15500 20300
0 47 6 0 0 1 1 19200 18800 7180
0 24 12 0 0 0 0 16500 16000 11800
0 49 12 0 0 1 0 25900 23300 24600
0 20 12 0 0 0 0 10100 7760 16300
0 32 18 0 0 1 0 19300 23800 25600
0 23 12 0 0 1 0 10400 13400 10200
0 41 12 0 0 0 0 19800 19300 15800
0 29 14 0 0 0 0 15400 17800 18100
0 30 12 0 0 1 0 19100 17800 19300
0 45 12 0 0 1 0 25500 25200 15900
0 17 11 0 0 0 1 0 0 12400
0 26 16 0 0 0 0 10900 11500 12500
0 46 10 0 0 1 1 10800 11200 12400
0 32 12 0 1 1 0 25100 24700 19100
0 31 12 0 0 1 0 25900 25200 25600
0 23 15 0 0 1 0 2820 5250 437
0 20 14 0 0 1 0 10400 10200 17200
0 28 17 0 0 0 0 7930 4450 100
0 26 16 0 0 1 0 15700 16500 23800
0 37 8 1 0 1 1 9730 9710 9910
0 40 12 0 0 1 0 24100 25200 25600
0 23 13 0 0 1 0 11400 9720 15800
0 19 13 0 0 0 0 0 0 0
0 31 14 0 0 1 0 25900 25200 24200
0 23 12 0 0 0 0 13300 18400 23800
0 36 8 0 0 1 1 15000 14300 16600
0 29 12 0 0 1 0 18400 16300 19600
0 35 12 0 0 1 0 25900 25200 25600
0 55 5 0 0 1 1 14200 14400 14200
0 29 8 0 0 1 1 9790 6340 5150
0 36 8 0 0 1 1 16800 16800 16900
0 54 12 0 0 1 0 0 0 0
0 50 11 0 0 1 1 24700 10700 0
0 27 17 0 0 1 0 2840 152 16500
0 21 13 0 0 1 0 7500 6170 25600
0 20 12 0 0 0 0 16500 14900 16300
0 23 15 0 0 1 0 1250 4560 4680
0 33 5 0 0 1 1 25900 25200 12900
0 35 10 0 1 1 1 13100 13100 16700
0 53 9 0 0 1 1 25900 19500 25600
0 23 14 0 0 0 0 12900 13300 18800
0 18 11 0 0 0 1 498 0 16900
0 23 11 0 0 1 1 14300 22800 25600
0 55 12 0 0 1 0 20600 21000 21400
0 28 12 0 0 1 0 21500 21400 24700
0 38 6 0 0 1 1 21900 16800 21900
0 27 12 1 0 1 0 22500 19000 16300
0 28 13 0 0 0 0 8990 1280 6370
0 31 12 0 0 1 0 14700 14800 15500
0 49 9 0 0 1 1 16100 25200 20200
0 29 15 0 0 0 0 17000 2130 21500
0 34 12 0 0 1 0 25900 25200 25600
0 35 12 0 0 1 0 25200 23800 13200
0 23 7 1 0 1 1 4930 5190 6610
0 47 12 0 0 1 0 0 0 0
0 19 12 1 0 0 0 4920 6820 7950
0 51 7 0 0 1 1 12000 9860 0
0 23 12 1 0 0 0 12100 11600 25500
0 36 5 0 0 1 1 12800 13400 15000
0 43 12 0 0 1 0 25400 25200 25600
0 19 12 0 0 0 0 4980 3730 8790
0 33 16 0 0 1 0 25900 25200 25600
0 53 12 0 0 1 0 0 0 0
0 26 16 0 0 0 0 11700 8350 0
0 25 11 1 0 1 1 12500 6500 13700
0 39 1 1 0 0 1 8250 5840 8410
0 50 14 0 0 1 0 25900 17300 0
0 51 14 0 0 1 0 4030 20800 724
0 20 11 0 0 0 1 7470 8700 7810
0 43 12 0 0 1 0 25900 25200 25600
0 35 12 0 0 1 0 25500 25200 0
0 26 14 0 0 0 0 3210 410 5230
0 20 12 0 0 0 0 11700 6300 1100
0 40 10 1 0 1 1 10500 3020 12300
0 40 11 1 0 1 1 0 0 0
0 27 7 0 0 1 1 8380 4110 9800
0 44 18 0 0 1 0 25900 25200 25600
0 44 9 0 0 1 1 0 4240 13100
0 51 11 0 0 1 1 21800 21200 23400
0 36 5 0 0 0 1 3810 2870 2750
0 40 12 0 0 1 0 25900 25200 25600
0 50 5 0 0 1 1 13900 13700 14300
0 41 12 0 0 1 0 25900 25200 25600
0 23 12 0 0 1 0 0 16500 25600
0 40 12 0 0 1 0 619 0 10100
0 22 11 0 0 0 1 0 0 683
0 30 12 0 0 1 0 21000 17900 21200
0 26 13 0 0 1 0 0 0 0
0 24 12 1 0 1 0 9630 3230 10800
0 32 12 1 0 1 0 17000 15900 25600
0 39 11 1 0 0 1 20100 18500 5630
0 41 12 0 0 1 0 24100 23500 25600
0 18 10 0 0 0 1 82.3 2310 8580
0 16 9 0 0 0 1 0 833 7700
0 25 16 0 0 1 0 14400 12100 12200
0 23 14 0 0 1 0 4940 1680 8450
0 22 12 0 0 1 0 18100 17800 19400
0 20 12 0 0 0 0 15500 17000 17300
0 20 12 0 0 0 0 9480 245 10300
0 27 12 1 0 1 0 21200 19500 22300
0 27 15 0 0 1 0 7360 5180 15700
0 55 8 0 0 0 1 8580 4440 11300
0 38 18 0 0 1 0 25900 2870 25100
0 34 16 1 0 1 0 25900 25200 25600
0 28 18 0 0 1 0 25900 25200 25600
0 33 16 0 0 1 0 24500 22600 24700
0 35 17 0 0 1 0 20200 18900 19200
0 28 18 0 0 0 0 5350 18000 19400
0 41 18 0 0 1 0 13900 13600 18100
0 52 9 0 0 1 1 15000 14500 17200
0 42 13 0 0 1 0 1630 0 0
0 26 12 0 0 1 0 539 575 638
0 22 11 0 0 1 1 13300 4630 18600
0 19 12 0 0 0 0 8450 8460 2610
0 25 16 0 0 1 0 17800 22100 23900
0 35 16 0 0 0 0 25900 25200 25600
0 34 18 0 0 0 0 25900 25200 25600
0 33 12 0 0 1 0 23100 22200 20500
0 43 16 1 0 1 0 11300 16400 19300
0 40 9 1 0 1 1 5050 7140 10400
0 35 12 0 0 0 0 15500 15600 7320
0 26 6 1 0 0 1 11900 13100 16900
0 51 12 0 0 1 0 23100 23500 25600
0 53 12 0 0 1 0 17300 22900 24400
0 20 13 0 0 0 0 102 43 3240
0 24 12 0 0 1 0 15400 18900 24200
0 33 9 0 0 1 1 20400 19900 17000
0 22 13 0 0 1 0 13800 14800 16200
0 47 9 0 0 1 1 0 0 4980
0 21 9 0 0 1 1 11200 8440 1210
0 35 16 0 0 1 0 0 0 0
0 37 12 0 0 1 0 17800 7400 23500
0 41 14 0 0 1 0 25900 25200 25600
0 16 10 0 0 0 1 0 0 3510
0 25 17 0 0 1 0 18800 17800 20100
0 45 1 0 1 1 1 5090 4300 4430
0 28 16 0 0 1 0 19500 21200 20300
0 44 12 0 0 1 0 25900 21700 24500
0 18 11 0 0 0 1 4010 2950 9200
0 23 12 0 0 1 0 11700 11500 20000
0 26 16 0 0 1 0 13200 13900 14400
0 42 12 0 0 1 0 18700 11700 17700
0 37 7 0 0 1 1 9800 10700 9500
0 39 8 0 0 1 1 11100 0 0
0 42 12 0 0 1 0 21400 25200 24800
0 18 12 0 0 0 0 1160 1660 8420
0 42 5 1 0 1 1 13700 13800 13500
0 40 9 1 0 1 1 18000 21800 19000
0 35 12 1 0 1 0 0 0 0
0 46 12 0 0 1 0 987 15700 2420
0 16 9 0 0 0 1 0 2840 2880
0 18 11 1 0 0 1 2070 1620 20200
0 27 14 0 0 1 0 6830 0 0
0 41 12 0 0 1 0 25900 25200 25600
0 29 14 0 0 0 0 13300 13800 13700
0 28 12 0 0 1 0 14700 16000 17600
0 20 12 1 0 0 0 11700 12700 16300
0 39 12 0 0 1 0 25900 25200 25600
0 34 8 1 0 0 1 9180 2900 263
0 24 16 0 0 1 0 11200 13200 17500
0 24 12 0 0 1 0 11400 10400 0
0 29 12 0 0 1 0 13900 11400 17300
0 50 11 0 0 1 1 0 0 0
0 40 12 0 0 1 0 2350 1010 888
0 27 12 0 0 1 0 25700 20300 19100
0 45 10 1 0 1 1 11400 12300 13600
0 21 15 1 0 0 0 3610 2170 13900
0 20 12 1 0 0 0 13900 13800 15200
0 27 12 1 0 1 0 22600 25200 25100
0 39 13 0 0 1 0 0 0 8710
0 43 11 0 0 1 1 6520 9320 16000
0 30 16 0 0 1 0 22000 20900 21400
0 28 9 0 0 1 1 14500 13000 0
0 48 12 0 0 1 0 25900 25200 25600
0 33 7 1 0 1 1 19700 18400 21800
0 33 12 0 1 1 0 21000 20100 829
0 30 15 0 0 1 0 22400 20100 22700
0 42 15 0 1 1 0 25900 21600 25600
0 26 7 0 0 1 1 237 5740 4000
0 34 12 0 0 1 0 25500 19300 25600
0 20 9 0 0 1 1 1560 0 6530
0 27 7 0 0 1 1 14600 15400 6600
0 46 12 0 0 1 0 9790 21500 17700
0 30 12 0 0 1 0 13200 12200 14600
0 50 10 0 0 1 1 22900 21200 0
0 37 11 0 0 1 1 18500 14100 3680
0 29 7 0 0 1 1 9150 3410 6090
0 23 16 0 0 1 0 2990 15600 0
0 31 15 0 0 1 0 13600 15900 16900
0 29 16 0 0 1 0 18700 19700 18700
0 36 13 0 1 1 0 14400 14500 16500
0 34 11 0 0 1 1 0 5440 0
0 20 14 0 0 0 0 0 6400 25200
0 35 12 0 0 1 0 21100 22100 22000
0 34 12 0 1 1 0 17000 21600 12100
0 54 0 0 1 1 1 0 0 9040
0 27 12 0 0 1 0 25900 18500 25600
0 42 3 0 0 1 1 5450 3220 3490
0 18 7 0 0 0 1 0 2330 2520
0 16 8 0 0 0 1 0 0 0
0 34 12 0 0 1 0 10400 0 0
0 17 11 0 0 0 1 478 0 12700
0 20 12 0 0 1 0 6490 0 2370
0 48 12 0 0 1 0 19900 17500 18500
0 51 11 0 0 1 1 15300 14000 13400
0 29 12 0 0 1 0 12700 18300 7610
0 42 12 0 0 1 0 18500 9240 25100
0 37 12 1 0 0 0 4330 1040 22900
0 24 13 0 0 1 0 12400 15300 25600
0 46 5 0 0 1 1 17600 17100 21200
0 16 10 0 0 0 1 0 0 5240
0 29 12 0 0 1 0 5000 7340 12600
0 27 13 0 0 1 0 25900 25200 0
0 26 14 0 0 1 0 25900 25200 22800
0 42 12 0 1 1 0 0 0 0
0 23 12 0 1 0 0 12600 12900 0
0 23 15 0 0 0 0 8980 8150 22200
0 26 16 1 0 1 0 5600 12200 13300
0 34 9 1 0 1 1 18500 9090 15000
0 32 17 0 0 1 0 25900 25200 25600
0 26 13 0 0 1 0 13400 14700 16200
0 48 8 0 0 1 1 7250 8530 6320
0 18 11 0 0 0 1 1230 632 3400
0 16 5 1 0 0 1 0 3490 3470
0 26 12 0 0 1 0 22300 17700 8760
0 24 12 0 0 1 0 24800 24200 25600
0 28 16 0 0 1 0 22400 16600 0
0 51 7 0 0 1 1 9160 10700 12900
0 24 10 0 0 0 1 15300 16200 13200
0 23 14 0 0 0 0 17100 12500 18900
0 38 8 0 0 1 1 25600 25000 25600
0 49 3 0 1 1 1 5360 5370 3750
0 43 16 0 0 1 0 25300 18600 25600
0 27 12 0 0 1 0 15600 18100 18900
0 39 12 0 0 1 0 21700 20600 25600
0 33 12 0 0 1 0 25900 25200 25600
0 18 11 0 0 0 1 2000 5070 16300
0 31 12 0 0 1 0 25900 25200 25600
0 23 12 1 0 1 0 13200 6590 6920
0 26 6 0 0 1 1 11600 14900 10200
0 22 12 0 0 1 0 10100 9770 10700
0 48 8 0 0 1 1 15800 8390 20600
0 16 10 0 0 0 1 925 1610 3850
0 54 12 0 0 1 0 17900 17600 18500
0 44 14 0 0 1 0 24400 25200 25600
0 50 12 0 0 1 0 19600 16700 21600
0 28 13 0 0 1 0 18600 20200 25600
0 17 11 0 0 0 1 0 1480 9280
0 51 13 0 0 1 0 25900 25200 25600
0 28 12 0 0 1 0 25900 25200 25600
0 34 11 0 0 1 1 25900 25200 25600
0 28 16 0 0 1 0 21200 25200 1920
0 27 14 0 0 1 0 19700 20300 15900
0 39 7 0 1 1 1 603 5750 7650
0 27 12 0 1 1 0 25100 23700 25600
0 27 12 0 1 1 0 12400 13400 15400
0 29 17 0 0 1 0 19500 20700 13400
0 52 10 0 0 1 1 6300 5100 0
0 34 12 0 0 0 0 11400 7220 9240
0 45 14 0 0 0 0 7920 6980 7000
0 29 12 0 0 1 0 14800 11100 6420
0 26 12 0 0 1 0 15200 18900 24300
0 32 16 0 0 1 0 4280 7030 4240
0 28 11 0 0 1 1 25900 24900 24800
0 43 12 0 0 1 0 25900 23200 25600
0 23 12 0 1 0 0 19400 645 25600
0 30 3 0 1 1 1 13200 13400 25600
0 43 6 0 1 1 1 21700 24700 25600
0 23 12 0 0 0 0 5540 7240 18000
0 25 3 0 1 0 1 10700 10100 18700
0 31 16 0 0 1 0 23100 14100 6270
0 39 10 0 0 1 1 25900 25200 25600
0 18 12 0 0 0 0 5460 7590 12900
0 46 12 0 0 1 0 25900 25200 25600
0 44 18 0 0 1 0 25900 16000 0
0 26 16 0 0 1 0 11800 0 0
0 22 15 0 0 0 0 2890 4580 20700
0 34 13 0 0 0 0 10400 19200 22900
0 51 17 0 0 0 0 1090 0 10400
0 16 10 0 0 0 1 0 4770 13100
0 54 12 0 0 1 0 25900 25200 25600
0 26 18 0 1 1 0 19000 18800 25600
0 25 18 0 0 1 0 0 0 20700
0 29 12 1 0 1 0 23900 16100 25600
0 23 14 1 0 0 0 0 55.5 0
0 34 12 1 0 1 0 0 0 0
0 38 14 1 0 0 0 22400 22000 25600
0 28 18 0 0 0 0 276 0 0
0 37 16 0 0 1 0 13400 13900 17700
0 25 12 0 0 0 0 7260 10300 10500
0 53 16 0 0 1 0 3870 9350 15300
0 26 16 0 0 0 0 0 1900 25300
0 40 5 0 1 1 1 0 0 8080
0 55 12 1 0 0 0 12800 10700 8050
0 53 13 1 0 0 0 9190 8600 8660
0 23 13 0 1 1 0 4890 12700 4170
0 21 11 0 0 0 1 9710 10700 3440
0 26 16 0 0 0 0 10500 14900 5210
0 26 16 0 0 0 0 135 0 0
0 25 15 0 0 0 0 7810 14600 15100
0 52 16 0 0 0 0 25900 25200 24400
0 30 12 1 0 0 0 0 0 1900
0 25 16 0 0 0 0 25700 4790 1250
0 48 13 1 0 1 0 5980 5750 6010
0 34 18 0 0 0 0 22400 25200 25600
0 32 12 0 0 0 0 25900 25200 25600
0 16 9 1 0 0 1 0 0 2160
0 32 12 0 0 1 0 2820 0 0
0 33 17 0 0 1 0 25900 25200 25600
0 41 7 0 0 1 1 25900 25200 25600
0 26 12 1 0 1 0 18700 18500 18500
0 38 18 0 1 1 0 0 0 0
0 40 12 0 0 1 0 22300 23900 23700
0 19 12 0 0 0 0 4630 7250 3790
0 16 10 0 0 0 1 0 0 23200
0 28 14 0 0 0 0 1920 6820 25600
0 26 14 0 0 0 0 22100 25200 25600
0 21 16 0 0 0 0 165 5860 8160
0 36 17 0 0 1 0 0 0 0
0 28 14 0 0 1 0 17800 20600 22900
0 39 10 0 0 1 1 25900 25200 25600
0 31 15 0 0 1 0 25900 25200 22100
0 21 13 0 0 0 0 11600 10600 12800
0 23 12 0 0 1 0 11100 9870 18500
0 52 12 0 0 1 0 22600 19400 25600
0 53 16 0 0 0 0 0 0 0
0 49 12 0 0 1 0 0 0 0
0 29 6 0 1 1 1 8540 6700 7200
0 47 5 0 1 1 1 22900 25200 17700
0 51 2 0 1 1 1 23300 25200 14800
0 37 3 0 1 1 1 9330 9040 14700
0 39 15 0 0 1 0 0 0 0
0 31 10 0 0 1 1 21500 25200 25600
0 46 12 0 0 1 0 22900 24400 25600
0 28 14 0 0 1 0 21100 8590 25600
0 26 13 0 0 1 0 15200 15400 18200
0 26 12 0 0 1 0 17500 17400 17600
0 52 8 0 0 0 1 18900 16600 12000
0 40 15 0 0 0 0 0 0 0
0 28 14 0 0 0 0 13300 13400 21500
0 34 13 0 0 0 0 0 0 0
0 19 13 0 0 0 0 509 3290 7840
0 23 15 0 0 1 0 11.8 2970 12800
0 22 13 0 0 1 0 17300 17600 10000
0 29 13 0 0 1 0 25900 22800 24500
0 33 14 0 0 1 0 19400 23700 25600
0 51 12 0 0 0 0 25900 25200 25600
0 18 12 0 0 0 0 3630 1890 5410
0 51 16 0 0 1 0 25900 25200 25600
0 20 14 0 0 0 0 0 0 2960
0 39 12 0 0 1 0 13600 13800 18800
0 28 17 0 0 0 0 13700 12000 7010
0 51 12 0 0 1 0 10600 4430 0
0 29 8 0 1 1 1 24100 20100 25600
0 33 6 0 1 1 1 23200 15400 8880
0 52 9 0 0 1 1 8320 8730 6490
0 49 14 0 0 0 0 23700 19300 20900
0 45 12 0 0 1 0 25900 25200 24400
0 34 16 0 0 1 0 16900 15800 25600
0 42 12 0 0 1 0 25900 25200 0
0 31 12 1 0 0 0 3870 0 24400
0 52 18 0 0 0 0 6270 0 0
0 50 17 0 0 0 0 11100 15200 15400
0 45 11 0 0 1 1 21500 22600 17300
0 33 13 0 0 1 0 7390 2360 0
0 51 18 0 0 1 0 22700 25200 23000
0 17 11 0 0 0 1 0 0 0
0 26 14 0 0 0 0 0 0 6720
0 48 4 0 1 1 1 18800 18400 25600
0 25 12 0 1 1 0 17700 18300 25600
0 20 12 0 0 0 0 1130 1040 2380
0 31 12 0 0 1 0 25800 25200 25600
0 22 15 0 0 0 0 1360 0 0
0 16 10 0 1 0 1 0 713 6230
0 47 16 0 0 1 0 19900 1590 9760
0 19 13 0 0 0 0 0 2540 6170
0 31 17 0 0 1 0 0 1620 0
0 48 12 0 0 1 0 24000 23100 25600
0 35 12 0 0 1 0 21800 23000 25500
0 38 14 0 0 0 0 8440 0 5990
0 26 12 0 1 1 0 18500 21200 24100
0 52 12 0 0 1 0 19300 21900 1940
0 38 14 0 0 1 0 18700 18500 17200
0 23 14 0 0 1 0 16800 23300 25600
0 40 8 0 0 1 1 13100 12500 7070
0 51 9 0 0 1 1 25900 25200 25600
0 39 10 0 0 1 1 22100 19900 25600
0 49 5 0 1 1 1 9210 5230 14800
0 18 11 0 1 0 1 3500 1320 14300
0 38 16 0 0 1 0 16100 19400 19000
0 37 16 0 0 1 0 25600 25200 25600
0 30 18 0 0 1 0 25900 25200 25600
0 18 11 0 0 0 1 1400 5360 0
0 37 8 0 0 0 1 25900 25200 25600
0 36 18 0 0 0 0 25900 25200 25600
0 23 9 0 1 1 1 8430 8730 19000
0 23 13 0 0 1 0 13200 14400 281
0 27 12 0 1 1 0 24600 24800 25600
0 24 12 0 0 0 0 0 6130 25600
0 44 14 0 0 1 0 18800 19500 23700
0 16 10 0 0 0 1 0 0 11100
0 33 12 0 0 1 0 0 0 0
0 52 12 0 0 1 0 25900 25200 25600
0 17 10 0 0 0 1 0 3100 7040
0 36 14 0 0 1 0 9600 20400 25600
0 20 13 1 0 0 0 5090 4390 25600
0 32 9 0 0 1 1 20300 22900 25600
0 21 12 0 1 1 0 13100 11800 14900
0 50 8 0 1 0 1 22800 24000 23200
0 20 12 0 1 0 0 3320 4350 0
0 27 12 0 1 1 0 12900 4390 7600
0 36 12 0 0 1 0 12300 2640 0
0 50 14 0 0 1 0 25900 25200 25600
0 41 15 0 0 1 0 0 0 0
0 23 12 0 0 1 0 12300 6970 25600
0 21 9 0 0 1 1 17500 14600 9050
0 29 12 0 0 0 0 0 0 0
0 46 8 0 1 1 1 24000 21400 19300
0 18 11 0 1 0 1 3910 5960 1620
0 27 16 0 0 0 0 12700 16000 16500
0 37 12 0 0 1 0 25900 25200 25600
0 35 16 0 0 1 0 25900 25200 25600
0 29 17 0 0 1 0 0 23300 25600
0 36 13 0 0 1 0 22200 22900 24600
0 21 12 0 0 0 0 7310 4630 13000
0 29 9 0 1 1 1 20600 23000 25600
0 55 11 0 0 1 1 12200 13100 17500
0 19 12 0 0 0 0 453 2380 21200
0 17 11 0 0 0 1 0 0 8460
0 52 12 0 0 1 0 0 0 0
0 49 12 0 0 1 0 25900 25200 25600
0 26 16 0 0 1 0 14900 17100 25600
0 20 12 0 0 1 0 3220 11500 9900
0 26 16 0 0 1 0 4230 0 0
0 20 14 0 0 0 0 147 2870 5790
0 34 12 0 0 1 0 25900 25200 25600
0 29 17 0 0 1 0 24700 22600 25600
0 33 14 0 0 1 0 0 0 0
0 26 12 0 0 0 0 11800 3890 0
0 23 12 1 0 0 0 0 0 0
0 55 11 0 0 0 1 0 0 0
0 41 8 0 0 1 1 16200 16900 18400
0 33 13 0 0 1 0 20300 22300 24300
0 33 14 0 0 1 0 25900 25200 0
0 27 16 0 0 1 0 21900 22100 0
0 28 12 1 0 0 0 16700 4250 7310
0 42 12 0 0 1 0 25900 25200 25600
0 17 11 0 0 0 1 223 0 12400
0 52 13 0 0 1 0 5880 6030 3100
0 25 14 0 0 0 0 2210 9940 5900
0 36 12 0 1 1 0 13100 14300 12700
0 24 14 1 0 0 0 7030 4400 853
0 21 12 1 0 1 0 14600 15200 3620
0 34 18 0 0 1 0 7910 19000 1230
0 45 12 0 0 1 0 9490 18000 25600
0 28 7 0 1 1 1 18100 19400 14600
0 43 16 0 1 1 0 0 464 542
0 31 18 0 0 1 0 25900 25200 25600
0 19 10 0 0 0 1 905 3650 14500
0 51 8 0 0 1 1 25900 25200 25600
0 54 12 0 0 1 0 20000 20000 17200
0 52 12 0 0 0 0 12300 11900 11800
0 45 10 0 0 1 1 13900 9380 10000
0 49 11 0 1 1 1 18000 18600 17500
0 21 12 0 0 0 0 3620 5470 1580
0 44 11 0 1 1 1 22100 14200 25600
0 36 13 0 1 1 0 25900 25200 19300
0 36 14 0 1 1 0 24200 12400 25600
0 30 12 0 0 1 0 12500 25200 25600
0 42 12 0 0 0 0 14900 16500 25000
0 48 16 0 0 1 0 18000 16600 19200
0 20 12 0 0 0 0 9900 6050 22700
0 41 10 0 0 1 1 17500 14900 19400
0 19 12 0 0 0 0 7890 11400 3860
0 42 1 0 1 1 1 25900 23900 25600
0 26 14 0 1 1 0 15700 15300 17900
0 21 14 0 1 1 0 827 5140 0
0 45 16 0 0 0 0 25900 17800 24400
0 27 15 0 0 0 0 3310 18000 23600
0 28 16 0 0 0 0 16600 24700 21700
0 38 12 0 0 1 0 19700 20900 21600
0 29 12 0 0 1 0 25900 25200 25600
0 32 14 0 0 0 0 24800 24100 20500
0 55 3 0 0 0 1 17000 15900 11400
0 25 12 0 0 1 0 14900 15100 25100
0 52 8 0 0 0 1 12100 12300 13600
0 34 14 0 0 0 0 25900 25200 25600
0 30 16 0 0 1 0 25900 25200 25600
0 20 13 0 0 0 0 3420 5180 9270
0 42 7 0 0 1 1 21400 22600 13800
0 27 12 0 0 1 0 4040 3230 7240
0 37 12 0 1 1 0 0 9870 14800
0 21 12 0 1 1 0 10700 10200 19200
0 26 11 0 0 1 1 10800 15300 13300
0 20 11 0 0 1 1 90.1 2720 5280
0 36 12 0 1 1 0 18300 1220 23000
0 32 13 0 0 1 0 25900 25200 0
0 18 12 0 0 0 0 7120 6160 1120
0 29 18 0 0 0 0 3660 5650 17200
0 34 17 0 0 1 0 20600 20800 5170
0 22 12 0 0 1 0 9020 0 3340
0 28 12 0 1 1 0 0 0 0
0 26 13 0 0 1 0 25700 25200 25600
0 22 12 0 0 1 0 10200 10300 5020
0 25 11 0 1 0 1 15100 7550 9840
0 35 12 0 0 1 0 19700 16000 15200
0 52 6 0 1 1 1 9640 7300 6820
0 46 12 0 0 1 0 25900 25200 25600
0 27 13 0 0 0 0 16400 3430 5340
0 33 18 0 0 1 0 15700 18600 20300
0 33 12 0 1 1 0 21600 25200 25600
0 25 13 0 0 1 0 13800 12300 13800
0 31 16 0 0 1 0 25500 25200 25600
0 34 16 0 0 1 0 25900 25200 24500
0 38 11 0 0 1 1 15000 12200 24300
0 34 12 0 0 1 0 25900 25200 0
0 27 15 0 0 1 0 16600 2510 25600
0 43 16 0 0 1 0 0 0 0
0 20 12 0 0 0 0 2840 1740 0
0 31 18 0 0 1 0 22900 22800 25600
0 18 11 0 0 0 1 0 0 1160
0 50 6 0 1 1 1 15900 18900 17500
0 41 4 0 1 1 1 8210 8430 11400
0 45 2 0 1 1 1 14900 17600 16900
0 53 2 0 1 1 1 7800 9780 443
0 41 12 0 1 1 0 25900 25200 25600
0 27 11 0 1 1 1 20400 20200 19600
0 42 18 0 0 1 0 16000 156 17200
0 20 12 0 0 1 0 6210 8620 14900
0 47 12 0 0 0 0 22800 23100 21900
0 55 14 0 0 1 0 0 0 0
0 27 16 0 0 1 0 12100 17500 20600
0 30 12 0 0 0 0 25900 25200 25500
0 32 18 0 0 1 0 25900 25200 25600
0 44 18 0 0 1 0 25900 25200 25600
0 25 14 0 0 1 0 20000 20700 13300
0 34 12 0 0 1 0 25200 18800 23600
0 32 18 0 0 1 0 18100 19000 21800
0 27 16 0 0 1 0 19100 20500 25600
0 31 18 0 0 1 0 25900 25200 25600
0 29 11 0 0 1 1 2770 8200 13100
0 28 10 0 1 1 1 24700 25200 25600
0 43 10 0 0 0 1 25900 25200 3260
0 20 14 0 0 0 0 1480 4030 0
0 50 18 0 0 1 0 25900 0 0
0 32 13 0 0 1 0 18100 22000 3270
0 22 12 0 0 0 0 25900 13700 25600
0 51 12 0 0 1 0 25900 13400 0
0 45 8 0 0 1 1 25900 21300 19500
0 23 17 0 0 1 0 5210 9480 19900
0 28 16 0 0 1 0 6390 5230 25600
0 32 12 0 0 1 0 3420 6170 0
0 30 12 0 0 1 0 0 0 0
0 38 10 0 0 1 1 16600 17600 17200
0 32 10 0 0 1 1 4110 19700 25600
0 47 5 0 1 1 1 12600 5330 10000
0 32 11 0 1 1 1 0 0 0
0 41 3 0 1 1 1 10600 12600 5260
0 25 12 0 0 0 0 18100 15800 9620
0 27 16 0 0 1 0 10200 9670 14700
0 32 16 0 0 1 0 25300 24700 25600
0 31 17 0 0 1 0 23200 22700 22900
0 55 11 0 0 1 1 25900 25200 25600
0 26 12 0 1 1 0 9140 13600 17000
0 33 12 0 1 1 0 24000 13700 24000
0 18 12 0 0 0 0 880 5950 0
0 28 12 0 1 1 0 25900 19600 25600
0 34 13 0 0 1 0 24600 25200 0
0 29 7 0 1 1 1 10400 9710 10700
0 30 12 0 0 1 0 22900 25200 0
0 31 12 0 0 1 0 14400 25200 25600
0 30 16 0 0 1 0 19000 25200 25600
0 26 13 0 0 1 0 19800 23700 25600
0 43 11 0 0 1 1 22100 21500 25600
0 53 8 0 0 1 1 25900 25200 25600
0 44 9 0 0 1 1 10000 5370 0
0 19 12 0 0 0 0 2430 861 2590
0 17 10 0 0 0 1 1160 1840 1690
0 20 12 0 0 0 0 4200 7320 16700
0 54 6 0 0 1 1 24500 24800 0
